TimeStamp;1VE301(V);1IE301(A);1PE301(W);1VE302(V);1IE302(A);1PE302(W);1VE303(V);1IE303(A);1PE303(W)
2021_05_08 18:08:19;163,23;4,15;677,55;152,24;3,44;523,65;153,16;4,41;674,86
2021_05_08 18:08:24;165,10;4,05;669,41;150,11;3,44;515,79;150,79;4,49;677,43
2021_05_08 18:08:29;164,20;4,15;682,07;154,08;3,34;514,16;147,85;4,51;667,21
2021_05_08 18:08:34;163,25;4,17;680,90;154,39;3,42;528,26;150,54;4,49;676,47
2021_05_08 18:08:39;160,99;4,19;674,63;152,82;3,43;524,67;151,12;4,42;667,51
2021_05_08 18:08:44;162,53;4,17;678,00;151,26;3,45;521,53;152,79;4,46;682,18
2021_05_08 18:08:49;163,26;4,15;677,17;151,44;3,43;519,97;150,54;4,51;678,20
2021_05_08 18:08:54;165,64;4,07;673,50;152,81;3,42;522,05;149,74;4,54;680,26
2021_05_08 18:08:59;163,60;4,18;683,30;154,71;3,35;517,79;148,47;4,52;670,53
2021_05_08 18:09:04;163,24;4,19;684,02;153,78;3,44;528,64;150,53;4,50;678,03
2021_05_08 18:09:09;160,28;4,20;672,48;152,80;3,45;526,41;151,75;4,41;668,57
2021_05_08 18:09:14;163,21;4,18;682,22;150,69;3,46;521,03;152,21;4,50;684,33
2021_05_08 18:09:19;163,24;4,11;671,44;152,05;3,44;523,39;150,53;4,52;680,07
2021_05_08 18:09:24;166,08;4,11;682,07;152,80;3,40;520,00;149,10;4,56;679,51
2021_05_08 18:09:29;163,21;4,19;683,14;155,31;3,37;523,40;149,06;4,52;673,66
2021_05_08 18:09:34;162,96;4,21;685,94;153,19;3,44;527,67;150,53;4,51;678,72
2021_05_08 18:09:39;160,61;4,20;674,82;152,79;3,45;527,76;152,32;4,41;672,18
2021_05_08 18:09:44;163,23;4,19;683,73;150,06;3,46;519,19;151,61;4,51;683,53
2021_05_08 18:09:49;163,79;4,13;675,95;152,67;3,45;526,47;150,54;4,53;682,55
2021_05_08 18:09:54;165,50;4,14;685,19;152,85;3,39;517,56;148,52;4,57;678,24
2021_05_08 18:09:59;163,23;4,20;684,99;155,64;3,40;529,25;149,69;4,52;677,13
2021_05_08 18:10:04;162,36;4,23;686,24;152,82;3,45;527,81;150,55;4,51;679,07
2021_05_08 18:10:09;161,19;4,20;677,72;152,59;3,47;529,23;152,94;4,40;672,39
2021_05_08 18:10:14;163,21;4,20;684,76;150,12;3,46;519,85;150,72;4,53;682,06
2021_05_08 18:10:19;164,39;4,11;675,88;152,83;3,45;527,56;150,52;4,55;685,37
2021_05_08 18:10:24;164,90;4,17;688,44;153,38;3,37;516,30;147,93;4,57;675,40
2021_05_08 18:10:29;163,24;4,21;686,65;155,07;3,43;531,19;150,28;4,53;680,80
2021_05_08 18:10:34;161,74;4,24;686,13;152,82;3,46;528,85;150,54;4,51;678,64
2021_05_08 18:10:39;161,81;4,21;680,94;152,01;3,48;528,97;151,52;4,51;683,53
2021_05_08 18:10:44;163,23;4,20;685,46;150,67;3,47;522,56;150,55;4,53;682,62
2021_05_08 18:10:49;163,81;4,18;684,31;152,78;3,46;528,12;150,48;4,57;687,94
2021_05_08 18:10:54;164,31;4,20;689,60;153,96;3,36;517,28;147,80;4,56;674,50
2021_05_08 18:10:59;163,22;4,22;689,42;154,43;3,46;533,65;150,56;4,54;682,80
2021_05_08 18:11:04;161,09;4,25;685,40;152,80;3,47;530,04;150,71;4,51;679,23
2021_05_08 18:11:09;162,42;4,22;684,98;151,38;3,49;528,16;151,36;4,53;685,52
2021_05_08 18:11:14;163,22;4,21;686,81;151,27;3,47;525,16;150,56;4,54;684,28
2021_05_08 18:11:19;165,51;4,09;677,60;152,76;3,45;527,54;149,85;4,60;689,05
2021_05_08 18:11:24;163,40;4,22;690,33;154,54;3,37;520,98;148,40;4,56;677,19
2021_05_08 18:11:29;163,22;4,25;693,32;153,84;3,48;534,64;150,53;4,55;684,57
2021_05_08 18:11:34;160,45;4,26;683,68;152,78;3,48;532,15;150,95;4,51;681,43
2021_05_08 18:11:39;163,08;4,23;689,95;150,76;3,50;527,63;151,16;4,55;687,49
2021_05_08 18:11:44;163,21;4,21;687,54;151,88;3,48;528,58;150,55;4,56;686,77
2021_05_08 18:11:49;164,21;4,22;692,32;152,85;3,44;525,78;149,22;4,62;688,85
2021_05_08 18:11:54;163,26;4,24;691,75;155,19;3,40;527,39;149,00;4,57;680,34
2021_05_08 18:11:59;163,20;4,26;695,05;153,30;3,49;534,25;150,54;4,56;686,21
2021_05_08 18:12:04;163,17;4,26;695,20;152,85;3,50;534,56;151,10;4,53;684,20
2021_05_08 18:12:09;162,24;4,28;694,05;150,13;3,50;526,18;150,95;4,57;689,21
2021_05_08 18:12:14;162,08;4,30;696,16;152,55;3,49;532,16;150,52;4,58;690,01
2021_05_08 18:12:19;161,39;4,29;692,24;152,90;3,42;523,56;148,67;4,63;688,47
2021_05_08 18:12:24;162,23;4,28;695,03;155,63;3,43;533,71;149,57;4,58;684,63
2021_05_08 18:12:29;163,37;4,27;696,90;152,84;3,50;534,22;150,53;4,56;687,18
2021_05_08 18:12:34;162,25;4,29;696,85;152,74;3,51;536,80;151,31;4,55;688,13
2021_05_08 18:12:39;160,17;4,32;691,83;149,93;3,51;526,61;150,72;4,58;690,90
2021_05_08 18:12:44;161,39;4,29;692,97;152,84;3,50;534,35;150,50;4,61;694,27
2021_05_08 18:12:49;162,23;4,28;694,66;153,33;3,41;522,89;148,07;4,63;685,60
2021_05_08 18:12:54;164,48;4,20;691,02;155,14;3,46;537,50;150,14;4,59;689,11
2021_05_08 18:12:59;162,83;4,30;700,02;152,81;3,51;535,67;150,52;4,57;687,84
2021_05_08 18:13:04;162,23;4,31;699,87;152,06;3,53;536,48;151,49;4,57;692,11
2021_05_08 18:13:09;159,60;4,33;690,27;150,55;3,51;529,17;150,56;4,60;692,06
2021_05_08 18:13:14;162,01;4,31;697,60;152,81;3,50;535,43;150,48;4,64;697,60
2021_05_08 18:13:19;162,18;4,27;693,24;153,96;3,41;524,31;147,68;4,63;684,07
2021_05_08 18:13:24;165,18;4,24;699,56;154,57;3,50;540,43;150,52;4,60;692,62
2021_05_08 18:13:29;162,26;4,31;700,05;152,82;3,52;537,48;150,65;4,57;689,07
2021_05_08 18:13:34;162,14;4,33;702,55;151,47;3,54;536,07;151,39;4,59;695,44
2021_05_08 18:13:39;159,40;4,33;690,50;151,13;3,52;532,30;150,54;4,61;694,05
2021_05_08 18:13:44;162,26;4,32;701,04;152,78;3,50;535,19;149,96;4,66;698,88
2021_05_08 18:13:49;162,64;4,26;693,40;154,40;3,42;527,38;148,25;4,63;686,81
2021_05_08 18:13:54;164,67;4,26;701,71;153,95;3,52;541,97;150,53;4,61;694,36
2021_05_08 18:13:59;162,25;4,33;702,44;152,81;3,53;539,18;150,88;4,58;690,74
2021_05_08 18:14:04;162,02;4,35;704,45;150,88;3,55;535,21;151,19;4,61;697,26
2021_05_08 18:14:09;161,51;4,34;700,61;151,76;3,53;535,65;150,56;4,63;696,48
2021_05_08 18:14:14;162,26;4,33;703,19;152,78;3,50;534,22;149,39;4,68;699,57
2021_05_08 18:14:19;163,23;4,24;691,91;155,02;3,44;533,99;148,84;4,64;690,21
2021_05_08 18:14:24;164,07;4,30;706,30;153,40;3,53;542,06;150,56;4,62;696,31
2021_05_08 18:14:29;162,26;4,35;705,37;149,77;3,55;531,15;150,78;4,62;697,08
2021_05_08 18:14:34;160,91;4,38;704,24;152,79;3,54;540,56;150,51;4,66;700,79
2021_05_08 18:14:39;160,62;4,35;699,22;153,06;3,47;530,57;148,29;4,69;695,67
2021_05_08 18:14:44;162,29;4,35;705,68;155,33;3,50;544,22;149,90;4,64;696,15
2021_05_08 18:14:49;163,80;4,26;698,25;152,77;3,55;541,70;150,53;4,63;696,76
2021_05_08 18:14:54;163,50;4,34;710,27;152,32;3,56;542,77;151,42;4,62;699,92
2021_05_08 18:14:59;162,27;4,37;708,36;150,35;3,56;534,72;150,61;4,65;700,81
2021_05_08 18:15:04;160,32;4,39;704,47;152,79;3,55;541,98;150,52;4,69;705,45
2021_05_08 18:15:09;161,27;4,37;704,22;153,64;3,46;531,09;147,70;4,69;693,16
2021_05_08 18:15:14;162,25;4,34;703,40;154,75;3,53;546,58;150,45;4,66;701,21
2021_05_08 18:15:19;164,40;4,27;701,44;152,77;3,56;543,42;150,68;4,60;693,19
2021_05_08 18:15:24;162,94;4,37;712,22;151,69;3,58;543,00;151,44;4,65;703,76
2021_05_08 18:15:29;162,22;4,39;711,65;150,96;3,56;537,76;150,50;4,67;702,49
2021_05_08 18:15:34;159,76;4,40;703,15;152,76;3,55;542,10;150,19;4,71;707,86
2021_05_08 18:15:39;161,87;4,38;708,65;154,24;3,46;533,10;147,99;4,69;694,45
2021_05_08 18:15:44;162,24;4,36;706,71;154,14;3,56;548,38;150,51;4,67;703,02
2021_05_08 18:15:49;165,10;4,30;710,23;152,80;3,57;545,51;150,78;4,64;699,59
2021_05_08 18:15:54;162,29;4,39;711,83;151,09;3,59;541,89;151,24;4,67;706,12
2021_05_08 18:15:59;162,26;4,41;715,90;151,57;3,57;541,04;150,53;4,68;705,07
2021_05_08 18:16:04;159,30;4,41;703,22;152,76;3,55;541,76;149,57;4,74;708,76
2021_05_08 18:16:09;162,25;4,39;712,68;154,85;3,48;539,35;148,58;4,70;697,98
2021_05_08 18:16:14;162,52;4,34;705,52;153,55;3,57;548,94;150,52;4,69;705,17
2021_05_08 18:16:19;164,78;4,34;715,34;152,78;3,58;547,38;150,97;4,65;702,32
2021_05_08 18:16:24;162,26;4,40;714,02;150,45;3,59;540,57;151,04;4,69;708,08
2021_05_08 18:16:29;161,70;4,43;716,43;152,18;3,58;544,61;150,51;4,70;707,43
2021_05_08 18:16:34;159,91;4,41;705,74;152,77;3,53;539,49;148,99;4,75;707,83
2021_05_08 18:16:39;162,27;4,40;714,48;155,41;3,51;545,67;149,18;4,70;701,26
2021_05_08 18:16:44;163,14;4,33;706,52;152,99;3,58;548,08;150,52;4,69;706,14
2021_05_08 18:16:49;164,24;4,36;716,17;152,82;3,60;549,41;151,17;4,67;705,32
2021_05_08 18:16:54;161,60;4,42;713,83;149,80;3,60;538,69;150,81;4,71;709,58
2021_05_08 18:16:59;162,41;4,35;706,54;152,77;3,59;547,75;150,53;4,72;711,12
2021_05_08 18:17:04;162,94;4,42;720,72;152,93;3,52;538,36;148,41;4,76;706,13
2021_05_08 18:17:09;161,26;4,45;717,87;155,46;3,55;551,35;149,79;4,71;705,95
2021_05_08 18:17:14;160,74;4,46;717,65;152,80;3,59;549,02;150,54;4,70;707,42
2021_05_08 18:17:19;160,74;4,46;716,32;152,46;3,61;549,92;151,39;4,69;709,36
2021_05_08 18:17:24;161,24;4,44;716,03;150,25;3,60;541,45;150,64;4,72;710,84
2021_05_08 18:17:29;162,98;4,37;711,44;152,77;3,59;549,01;150,53;4,75;715,17
2021_05_08 18:17:34;161,60;4,46;720,82;153,53;3,51;538,53;147,81;4,76;703,77
2021_05_08 18:17:39;161,25;4,47;720,28;154,89;3,58;554,17;150,39;4,72;710,17
2021_05_08 18:17:44;162,95;4,41;718,26;152,79;3,60;550,66;150,56;4,70;707,74
2021_05_08 18:17:49;162,50;4,44;721,21;151,82;3,62;549,96;151,49;4,71;713,50
2021_05_08 18:17:54;162,02;4,45;720,88;150,84;3,61;544,28;150,53;4,73;712,22
2021_05_08 18:17:59;162,00;4,45;721,60;152,79;3,60;550,28;150,33;4,78;718,02
2021_05_08 18:18:04;161,43;4,48;722,94;154,13;3,51;541,29;147,86;4,76;704,46
2021_05_08 18:18:09;161,22;4,49;723,39;154,27;3,61;556,19;150,52;4,74;713,36
2021_05_08 18:18:14;160,29;4,49;720,32;152,81;3,62;553,02;150,73;4,71;709,71
2021_05_08 18:18:19;161,20;4,49;722,99;151,22;3,64;549,97;151,30;4,73;715,98
2021_05_08 18:18:24;161,24;4,47;721,05;151,46;3,62;548,24;150,53;4,75;714,94
2021_05_08 18:18:29;151,34;4,38;662,52;152,77;3,60;549,90;149,71;4,80;719,23
2021_05_08 18:18:34;160,61;4,51;724,94;154,73;3,53;545,97;148,48;4,77;707,96
2021_05_08 18:18:39;160,40;4,51;722,85;153,68;3,62;556,78;150,52;4,75;715,37
2021_05_08 18:18:44;160,99;4,50;723,78;152,79;3,64;555,48;150,93;4,72;712,25
2021_05_08 18:18:49;162,40;4,42;717,28;150,59;3,64;548,85;151,09;4,76;718,55
2021_05_08 18:18:54;161,46;4,51;727,40;152,08;3,63;551,87;150,53;4,77;717,91
2021_05_08 18:18:59;160,99;4,51;726,67;152,77;3,59;547,79;149,10;4,83;719,57
2021_05_08 18:19:04;160,41;4,52;725,76;155,29;3,56;552,54;149,08;4,77;710,69
2021_05_08 18:19:09;160,59;4,51;724,52;153,13;3,63;556,01;150,53;4,76;716,12
2021_05_08 18:19:14;161,37;4,51;727,18;152,81;3,64;556,81;151,15;4,73;714,60
2021_05_08 18:19:19;161,35;4,51;727,39;149,94;3,65;546,74;150,89;4,77;719,68
2021_05_08 18:19:24;161,28;4,52;728,49;152,70;3,63;555,01;150,52;4,79;720,52
2021_05_08 18:19:29;161,00;4,52;727,80;152,86;3,57;545,57;148,50;4,83;716,66
2021_05_08 18:19:34;160,18;4,53;726,15;155,58;3,59;558,31;149,66;4,77;714,48
2021_05_08 18:19:39;160,77;4,53;727,61;152,83;3,64;556,07;150,52;4,76;716,78
2021_05_08 18:19:44;160,99;4,49;722,13;152,56;3,66;557,78;151,31;4,75;718,83
2021_05_08 18:19:49;161,87;4,51;730,17;150,14;3,65;548,07;150,68;4,78;720,66
2021_05_08 18:19:54;161,05;4,53;729,84;152,83;3,64;556,20;150,49;4,81;724,13
2021_05_08 18:19:59;160,96;4,54;730,79;153,48;3,56;546,18;149,60;4,81;719,21
2021_05_08 18:20:04;159,95;4,54;726,64;155,01;3,62;560,87;149,52;4,83;721,60
2021_05_08 18:20:09;160,98;4,53;729,75;152,85;3,65;557,52;149,47;4,84;722,72
2021_05_08 18:20:14;161,02;4,52;727,61;151,91;3,67;556,96;148,58;4,84;718,87
2021_05_08 18:20:19;163,77;4,47;732,78;150,77;3,65;550,51;149,47;4,83;721,80
2021_05_08 18:20:24;160,98;4,54;731,01;152,86;3,64;556,44;149,54;4,81;719,00
2021_05_08 18:20:29;160,88;4,56;733,06;153,87;3,64;559,69;143,46;4,69;672,57
2021_05_08 18:20:34;160,16;4,55;728,89;152,75;3,66;558,69;149,31;4,85;724,06
2021_05_08 18:20:39;161,01;4,55;732,01;150,75;3,68;554,15;148,97;4,84;720,39
2021_05_08 18:20:44;161,24;4,53;729,68;151,84;3,66;555,28;149,63;4,83;722,68
2021_05_08 18:20:49;161,78;4,55;735,42;152,78;3,62;552,84;150,03;4,80;720,69
2021_05_08 18:20:54;161,04;4,55;733,45;155,13;3,58;555,49;150,12;4,84;725,97
2021_05_08 18:20:59;160,65;4,57;734,95;153,22;3,66;561,16;149,62;4,84;724,54
2021_05_08 18:21:04;160,36;4,56;731,68;152,75;3,67;561,11;149,11;4,87;725,46
2021_05_08 18:21:09;160,99;4,56;733,92;150,07;3,68;552,37;149,19;4,84;722,78
2021_05_08 18:21:14;161,45;4,54;732,40;152,49;3,66;558,68;149,61;4,84;724,16
2021_05_08 18:21:19;161,54;4,56;737,16;152,81;3,60;550,73;150,24;4,82;723,67
2021_05_08 18:21:24;161,00;4,57;735,57;155,58;3,61;561,94;149,94;4,85;727,09
2021_05_08 18:21:29;160,44;4,59;735,98;152,74;3,67;560,53;149,62;4,86;726,86
2021_05_08 18:21:34;160,54;4,57;733,52;152,67;3,68;562,44;148,91;4,87;725,74
2021_05_08 18:21:39;159,96;4,60;735,53;149,88;3,68;551,82;149,38;4,85;724,98
2021_05_08 18:21:44;159,30;4,61;734,15;152,72;3,67;560,85;149,62;4,84;724,49
2021_05_08 18:21:49;159,61;4,60;734,46;153,30;3,59;550,02;150,42;4,84;727,30
2021_05_08 18:21:54;159,93;4,58;732,37;155,14;3,64;565,24;149,72;4,86;727,82
2021_05_08 18:21:59;162,20;4,54;735,80;152,74;3,68;562,23;149,62;4,88;729,66
2021_05_08 18:22:04;160,66;4,61;740,45;152,05;3,70;562,20;148,71;4,88;725,82
2021_05_08 18:22:09;159,95;4,62;738,77;150,50;3,69;555,44;149,54;4,87;727,95
2021_05_08 18:22:14;159,11;4,63;736,51;152,72;3,68;561,92;149,65;4,85;726,17
2021_05_08 18:22:19;159,81;4,62;738,57;153,86;3,59;552,19;150,55;4,86;731,80
2021_05_08 18:22:24;159,93;4,58;733,10;154,52;3,68;568,06;149,59;4,88;730,52
2021_05_08 18:22:29;162,91;4,56;742,10;152,72;3,70;564,40;149,53;4,90;732,75
2021_05_08 18:22:34;160,03;4,63;741,03;151,51;3,72;563,03;148,70;4,90;728,63
2021_05_08 18:22:39;159,98;4,64;742,12;151,25;3,69;558,85;149,55;4,89;731,24
2021_05_08 18:22:44;158,97;4,64;737,80;152,84;3,68;562,33;149,76;4,86;728,55
2021_05_08 18:22:49;159,97;4,63;741,38;154,50;3,59;554,92;150,34;4,88;734,33
2021_05_08 18:22:54;160,25;4,58;733,37;154,02;3,70;569,45;149,56;4,90;732,72
2021_05_08 18:22:59;162,60;4,59;746,55;152,85;3,70;566,14;149,29;4,92;734,39
2021_05_08 18:23:04;160,00;4,64;742,62;150,94;3,72;561,81;148,91;4,91;730,53
2021_05_08 18:23:09;159,78;4,66;743,94;151,83;3,70;562,13;149,57;4,90;732,74
2021_05_08 18:23:14;159,20;4,65;739,90;152,84;3,67;560,53;150,77;4,81;725,24
2021_05_08 18:23:19;159,96;4,64;742,78;155,09;3,62;560,70;151,26;4,89;739,65
2021_05_08 18:23:24;160,85;4,57;735,19;153,44;3,70;568,41;149,57;4,91;734,52
2021_05_08 18:23:29;162,01;4,63;750,70;152,80;3,72;567,80;148,15;4,96;734,17
2021_05_08 18:23:34;159,98;4,65;744,22;150,34;3,72;559,81;148,10;4,91;727,66
2021_05_08 18:23:39;159,59;4,67;745,10;152,45;3,71;565,75;149,55;4,90;733,05
2021_05_08 18:23:44;159,38;4,66;742,32;152,85;3,65;557,75;151,39;4,80;725,94
2021_05_08 18:23:49;159,94;4,65;743,50;155,62;3,65;567,36;150,66;4,91;739,94
2021_05_08 18:23:54;160,49;4,64;744,03;152,91;3,71;567,70;149,54;4,93;737,13
2021_05_08 18:23:59;160,52;4,63;743,82;152,81;3,73;569,59;147,53;4,96;732,14
2021_05_08 18:24:04;161,01;4,63;745,71;149,90;3,73;558,98;148,70;4,92;731,68
2021_05_08 18:24:09;161,59;4,61;744,60;152,84;3,71;567,60;149,54;4,88;729,92
2021_05_08 18:24:14;161,38;4,64;748,46;153,17;3,64;556,97;151,96;4,83;734,20
2021_05_08 18:24:19;161,01;4,65;747,96;155,35;3,68;571,34;150,05;4,93;739,45
2021_05_08 18:24:24;160,33;4,66;747,28;152,84;3,72;568,92;149,54;4,95;740,35
2021_05_08 18:24:29;149,52;4,44;663,63;152,24;3,74;569,18;146,96;4,96;728,90
2021_05_08 18:24:34;159,08;4,68;743,89;150,53;3,73;561,30;149,31;4,93;735,80
2021_05_08 18:24:39;159,97;4,67;747,03;152,85;3,71;567,81;149,58;4,88;730,36
2021_05_08 18:24:44;160,11;4,65;745,03;153,79;3,62;556,83;152,43;4,86;741,22
2021_05_08 18:24:49;160,15;4,65;745,26;154,74;3,70;573,04;149,58;4,93;737,85
2021_05_08 18:24:54;161,00;4,65;747,89;152,84;3,73;569,86;149,46;4,97;742,45
2021_05_08 18:24:59;161,25;4,62;744,99;151,65;3,75;568,44;146,78;4,96;727,79
2021_05_08 18:25:04;161,74;4,64;750,60;151,14;3,73;563,75;149,57;4,93;738,00
2021_05_08 18:25:09;160,30;4,66;746,56;152,84;3,71;567,59;150,04;4,87;730,39
2021_05_08 18:25:14;161,04;4,60;740,74;154,37;3,62;559,08;151,97;4,90;744,45
2021_05_08 18:25:19;160,61;4,68;751,39;154,13;3,73;574,34;149,56;4,94;739,14
2021_05_08 18:25:24;160,98;4,65;748,85;152,83;3,74;570,95;148,88;4,98;742,10
2021_05_08 18:25:29;161,45;4,63;747,05;151,02;3,76;567,30;147,38;4,96;730,81
2021_05_08 18:25:34;161,50;4,66;752,20;151,71;3,73;566,55;149,55;4,95;739,67
2021_05_08 18:25:39;160,51;4,67;749,26;152,83;3,71;566,48;150,63;4,86;731,43
2021_05_08 18:25:44;160,53;4,67;749,58;154,98;3,64;564,59;151,36;4,93;746,90
2021_05_08 18:25:49;160,57;4,67;749,53;153,53;3,74;574,29;149,56;4,96;741,44
2021_05_08 18:25:54;160,96;4,66;750,82;152,81;3,75;573,09;148,28;5,00;742,05
2021_05_08 18:25:59;161,68;4,65;751,16;150,41;3,76;565,79;148,00;4,97;734,90
2021_05_08 18:26:04;161,26;4,67;753,71;152,30;3,74;570,34;149,56;4,95;740,93
2021_05_08 18:26:09;161,01;4,68;753,86;152,81;3,69;564,21;151,24;4,84;732,25
2021_05_08 18:26:14;160,24;4,70;752,87;155,54;3,68;571,75;150,77;4,96;747,81
2021_05_08 18:26:19;160,20;4,71;754,69;152,99;3,75;573,78;149,54;4,98;744,36
2021_05_08 18:26:24;161,01;4,67;751,69;152,79;3,76;575,19;147,71;5,02;741,35
2021_05_08 18:26:29;159,13;4,73;752,40;149,64;3,71;554,87;145,48;4,77;694,62
2021_05_08 18:26:34;159,86;4,72;754,10;153,56;3,66;561,84;152,41;4,90;746,43
2021_05_08 18:26:39;159,92;4,67;746,99;154,82;3,73;577,79;149,73;4,97;744,58
2021_05_08 18:26:44;161,00;4,71;758,15;152,75;3,76;574,18;149,63;5,01;749,13
2021_05_08 18:26:49;159,98;4,73;756,39;151,74;3,79;574,40;146,77;5,01;734,94
2021_05_08 18:26:54;159,94;4,74;758,04;150,82;3,77;567,89;149,63;4,98;745,68
2021_05_08 18:26:59;159,02;4,74;753,24;152,76;3,75;573,15;149,94;4,92;737,50
2021_05_08 18:27:04;159,94;4,73;756,57;154,15;3,65;563,23;152,23;4,93;750,81
2021_05_08 18:27:09;160,31;4,66;747,82;154,24;3,76;579,51;149,62;4,99;746,06
2021_05_08 18:27:14;160,83;4,73;760,09;152,74;3,77;575,55;149,11;5,03;750,13
2021_05_08 18:27:19;159,95;4,74;758,03;151,15;3,79;573,06;147,31;5,01;737,46
2021_05_08 18:27:24;159,73;4,75;759,29;151,44;3,77;570,56;149,64;4,99;746,09
2021_05_08 18:27:29;159,19;4,75;755,67;152,76;3,75;572,22;150,56;4,90;738,27
2021_05_08 18:27:34;159,94;4,74;758,47;154,73;3,67;567,73;151,62;4,95;750,31
2021_05_08 18:27:39;160,28;4,72;756,69;153,64;3,77;579,83;149,63;5,00;748,31
2021_05_08 18:27:44;160,63;4,74;761,42;152,78;3,78;577,66;148,55;5,05;750,53
2021_05_08 18:27:49;159,95;4,75;759,43;150,55;3,80;571,51;147,93;5,01;740,85
2021_05_08 18:27:54;159,54;4,77;760,25;152,06;3,77;573,92;149,66;4,99;747,48
2021_05_08 18:27:59;161,55;4,71;761,20;152,79;3,73;569,54;150,14;4,96;745,34
2021_05_08 18:28:04;160,45;4,72;757,24;155,32;3,70;573,92;148,13;5,03;745,69
2021_05_08 18:28:09;160,47;4,72;757,27;153,11;3,78;578,24;148,62;5,02;745,71
2021_05_08 18:28:14;160,45;4,75;761,67;152,83;3,79;578,87;150,40;4,94;742,36
2021_05_08 18:28:19;159,92;4,75;759,89;149,94;3,79;568,83;149,72;5,04;754,00
2021_05_08 18:28:24;159,36;4,77;759,85;152,71;3,78;576,79;148,62;5,05;749,87
2021_05_08 18:28:29;161,34;4,72;762,19;152,95;3,71;566,73;147,96;5,06;748,39
2021_05_08 18:28:34;160,67;4,73;759,52;155,58;3,73;580,28;149,84;5,02;752,37
2021_05_08 18:28:39;160,68;4,73;759,72;152,84;3,78;578,19;149,59;5,02;751,25
2021_05_08 18:28:44;160,21;4,75;761,73;152,52;3,80;580,22;148,85;5,04;749,53
2021_05_08 18:28:49;159,96;4,76;761,51;150,13;3,79;569,10;149,05;5,01;747,19
2021_05_08 18:28:54;159,19;4,77;759,35;152,80;3,78;577,39;149,60;5,00;747,47
2021_05_08 18:28:59;159,79;4,75;759,71;153,47;3,69;565,95;150,47;4,99;750,79
2021_05_08 18:29:04;160,00;4,74;758,56;154,95;3,75;581,77;148,60;5,03;747,96
2021_05_08 18:29:09;160,93;4,74;762,38;152,77;3,78;578,22;148,72;5,03;748,47
2021_05_08 18:29:14;160,00;4,76;760,88;151,88;3,81;578,59;148,70;5,03;748,33
2021_05_08 18:29:19;161,00;4,70;757,33;150,73;3,79;571,26;149,59;5,02;750,43
2021_05_08 18:29:24;158,99;4,77;758,50;152,82;3,78;578,03;148,62;5,07;752,93
2021_05_08 18:29:29;159,95;4,76;761,13;154,09;3,67;565,74;150,47;5,00;752,73
2021_05_08 18:29:34;160,00;4,74;758,61;154,34;3,78;583,12;149,62;5,02;751,02
2021_05_08 18:29:39;160,86;4,75;764,33;152,79;3,79;579,66;149,45;5,05;754,05
2021_05_08 18:29:44;159,99;4,77;762,52;151,27;3,82;577,64;149,43;5,05;754,28
2021_05_08 18:29:49;161,19;4,71;759,17;151,29;3,79;573,87;148,68;5,06;752,76
2021_05_08 18:29:54;161,79;4,73;765,07;152,77;3,77;575,83;148,41;5,08;754,20
2021_05_08 18:29:59;160,22;4,75;761,21;154,70;3,69;570,90;147,91;5,07;750,24
2021_05_08 18:30:04;160,24;4,75;761,34;153,79;3,80;583,78;148,66;5,06;752,94
2021_05_08 18:30:09;160,27;4,75;761,36;152,79;3,81;581,84;148,98;5,05;751,78
2021_05_08 18:30:14;160,99;4,74;763,78;150,65;3,82;576,21;149,05;5,04;751,40
2021_05_08 18:30:19;159,62;4,81;767,09;151,93;3,80;577,71;148,67;5,08;754,54
2021_05_08 18:30:24;159,39;4,79;763,26;152,84;3,78;577,53;148,19;5,10;755,40
2021_05_08 18:30:29;159,97;4,79;765,52;155,25;3,72;577,37;148,11;5,08;752,66
2021_05_08 18:30:34;160,45;4,78;767,25;153,21;3,81;583,22;148,66;5,06;752,84
2021_05_08 18:30:39;160,20;4,79;767,89;152,83;3,82;583,62;149,17;5,05;753,93
2021_05_08 18:30:44;159,37;4,81;765,93;150,02;3,83;574,54;149,06;5,09;758,00
2021_05_08 18:30:49;160,15;4,79;766,59;152,53;3,81;581,36;149,62;5,04;754,49
2021_05_08 18:30:54;160,23;4,77;764,88;152,83;3,74;572,13;150,25;5,02;754,36
2021_05_08 18:30:59;158,26;4,84;765,46;155,58;3,76;584,51;149,91;5,06;758,20
2021_05_08 18:31:04;160,24;4,81;771,19;152,79;3,82;583,69;149,32;5,07;757,35
2021_05_08 18:31:09;160,20;4,82;771,52;152,62;3,84;585,92;149,36;5,07;757,59
2021_05_08 18:31:14;159,27;4,81;766,61;150,00;3,83;575,25;149,39;5,07;756,69
2021_05_08 18:31:19;160,24;4,80;769,54;152,80;3,82;583,59;148,66;5,11;759,77
2021_05_08 18:31:24;160,35;4,78;766,81;153,38;3,75;575,53;150,45;5,04;758,43
2021_05_08 18:31:29;160,37;4,78;766,90;155,12;3,79;587,77;148,50;5,09;756,08
2021_05_08 18:31:34;159,38;4,82;768,26;152,79;3,83;584,70;148,64;5,09;757,11
2021_05_08 18:31:39;159,44;4,82;768,62;152,07;3,85;585,61;151,44;5,05;764,17
2021_05_08 18:31:44;159,50;4,82;768,74;150,64;3,83;577,50;148,64;5,12;760,42
2021_05_08 18:31:49;160,20;4,81;770,83;152,78;3,82;583,89;148,62;5,13;762,24
2021_05_08 18:31:54;160,55;4,79;768,52;153,91;3,72;572,96;147,66;5,13;757,62
